"","X.x","ano","turno","sigla_uf","sigla_partido","id_municipio","votos","resultado","cargo","porcentagem","X.y","Município","idhm_2010"
"2631",2631,2018,1,"SP","PSL",3552700,3939,"2º turno","presidente",26.4451158106747,588,"Tabatinga",0.704
"2632",2632,2018,1,"SP","PPL",3553104,1,"nao eleito","presidente",0.0159718894745248,592,"Taiaçu",0.71
"2633",2633,2018,1,"SP","PSOL",3553104,8,"nao eleito","presidente",0.127775115796199,592,"Taiaçu",0.71
"2634",2634,2018,1,"SP","PT",3553104,886,"2º turno","presidente",14.151094074429,592,"Taiaçu",0.71
"2635",2635,2018,1,"SP","REDE",3553104,16,"nao eleito","presidente",0.255550231592397,592,"Taiaçu",0.71
"2636",2636,2018,1,"SP","MDB",3553203,28,"nao eleito","presidente",0.4464997608037,593,"Taiúva",0.76
"2637",2637,2018,1,"SP","PSTU",3553203,3,"nao eleito","presidente",0.0478392600861107,593,"Taiúva",0.76
"2638",2638,2018,1,"SP","PSTU",3553500,0,"nao eleito","presidente",0,596,"Tapiraí",0.681
"2639",2639,2018,1,"SP","NOVO",3553609,279,"nao eleito","presidente",1.99727969074379,597,"Tapiratiba",0.751
"2640",2640,2018,1,"SP","PDT",3553609,701,"nao eleito","presidente",5.01825470685088,597,"Tapiratiba",0.751
"2641",2641,2018,1,"SP","PODE",3553609,31,"nao eleito","presidente",0.221919965638199,597,"Tapiratiba",0.751
"2642",2642,2018,1,"SP","PT",3553609,1152,"2º turno","presidente",8.24683227145823,597,"Tapiratiba",0.751
"2643",2643,2018,1,"SP","NOVO",3553658,45,"nao eleito","presidente",1.45867098865478,598,"Taquaral",0.759
"2644",2644,2018,1,"SP","PDT",3553658,150,"nao eleito","presidente",4.86223662884927,598,"Taquaral",0.759
"2645",2645,2018,1,"SP","PT",3553658,256,"2º turno","presidente",8.29821717990276,598,"Taquaral",0.759
"2646",2646,2018,1,"SP","PDT",3553708,2610,"nao eleito","presidente",5.03190730494129,599,"Taquaritinga",0.748
"2647",2647,2018,1,"SP","PODE",3553856,17,"nao eleito","presidente",0.25494901019796,601,"Taquarivaí",0.679
"2648",2648,2018,1,"SP","PT",3553906,1324,"2º turno","presidente",17.6674673071791,602,"Tarabaí",0.726
"2649",2649,2018,1,"SP","MDB",3554102,1303,"nao eleito","presidente",0.402487204119393,605,"Taubaté",0.8
"2650",2650,2018,1,"SP","PPL",3554102,41,"nao eleito","presidente",0.0126646012040638,605,"Taubaté",0.8
"2651",2651,2018,1,"SP","PPL",3554300,2,"nao eleito","presidente",0.00872981230903536,607,"Teodoro Sampaio",0.741
"2652",2652,2018,1,"SP","PATRIOTA",3554409,34,"nao eleito","presidente",0.39475211889005,608,"Terra Roxa",0.749
"2653",2653,2018,1,"SP","PDT",3554409,308,"nao eleito","presidente",3.57598978288633,608,"Terra Roxa",0.749
"2654",2654,2018,1,"SP","PSDB",3554409,439,"nao eleito","presidente",5.09694647625682,608,"Terra Roxa",0.749
"2655",2655,2018,1,"SP","PODE",3554508,180,"nao eleito","presidente",0.427929534270024,609,"Tietê",0.778
"2656",2656,2018,1,"SP","DC",3554607,1,"nao eleito","presidente",0.0314663310258024,610,"Timburi",0.71
"2657",2657,2018,1,"SP","MDB",3554607,16,"nao eleito","presidente",0.503461296412838,610,"Timburi",0.71
"2658",2658,2018,1,"SP","NOVO",3554656,16,"nao eleito","presidente",0.497357786757849,611,"Torre de Pedra",0.714
"2659",2659,2018,1,"SP","PATRIOTA",3554656,11,"nao eleito","presidente",0.341933478396021,611,"Torre de Pedra",0.714
"2660",2660,2018,1,"SP","DC",3554755,1,"nao eleito","presidente",0.0434216239687364,613,"Trabiju",0.722
"2661",2661,2018,1,"SP","PSTU",3554755,0,"nao eleito","presidente",0,613,"Trabiju",0.722
"2662",2662,2018,1,"SP","PSTU",3554953,0,"nao eleito","presidente",0,616,"Tuiuti",0.728
"2663",2663,2018,1,"SP","PODE",3555109,41,"nao eleito","presidente",0.257764365648183,618,"Tupi Paulista",0.769
"2664",2664,2018,1,"SP","PODE",3555208,5,"nao eleito","presidente",0.214868929952729,619,"Turiúba",0.751
"2665",2665,2018,1,"SP","PSOL",3555208,3,"nao eleito","presidente",0.128921357971637,619,"Turiúba",0.751
"2666",2666,2018,1,"SP","REDE",3555307,4,"nao eleito","presidente",0.163198694410445,620,"Turmalina",0.736
"2667",2667,2018,1,"SP","PDT",3555505,101,"nao eleito","presidente",1.76542562489075,623,"Ubirajara",0.727
"2668",2668,2018,1,"SP","PODE",3555505,18,"nao eleito","presidente",0.314630309386471,623,"Ubirajara",0.727
"2669",2669,2018,1,"SP","PDT",3555604,349,"nao eleito","presidente",3.1790854436145,624,"Uchôa",0.721
"2670",2670,2018,1,"SP","PSL",3555604,3278,"2º turno","presidente",29.8597194388778,624,"Uchôa",0.721
"2671",2671,2018,1,"SP","DC",3555703,1,"nao eleito","presidente",0.0459347726228755,625,"União Paulista",0.749
"2672",2672,2018,1,"SP","PSOL",3555703,2,"nao eleito","presidente",0.091869545245751,625,"União Paulista",0.749
"2673",2673,2018,1,"SP","PSTU",3555703,1,"nao eleito","presidente",0.0459347726228755,625,"União Paulista",0.749
"2674",2674,2018,1,"SP","NOVO",3555802,161,"nao eleito","presidente",1.78512030158554,626,"Urânia",0.746
"2675",2675,2018,1,"SP","PSOL",3555802,12,"nao eleito","presidente",0.133052444838674,626,"Urânia",0.746
"2676",2676,2018,1,"SP","PATRIOTA",3555901,1,"nao eleito","presidente",0.0495294700346706,627,"Uru",0.712
"2677",2677,2018,1,"SP","REDE",3556008,34,"nao eleito","presidente",0.234531282334276,628,"Urupês",0.745
"2678",2678,2018,1,"SP","PSDB",3556107,970,"nao eleito","presidente",7.55275247216382,629,"Valentim Gentil",0.735
"2679",2679,2018,1,"SP","PT",3556107,973,"2º turno","presidente",7.57611150042825,629,"Valentim Gentil",0.735
"2680",2680,2018,1,"SP","PODE",3556305,54,"nao eleito","presidente",0.254825161625218,631,"Valparaíso",0.725
"2681",2681,2018,1,"SP","PPL",3556305,0,"nao eleito","presidente",0,631,"Valparaíso",0.725
"2682",2682,2018,1,"SP","PSTU",3556305,1,"nao eleito","presidente",0.00471898447454108,631,"Valparaíso",0.725
"2683",2683,2018,1,"SP","NOVO",3556354,135,"nao eleito","presidente",1.4849851501485,632,"Vargem",0.699
"2684",2684,2018,1,"SP","PSDB",3556354,679,"nao eleito","presidente",7.46892531074689,632,"Vargem",0.699
"2685",2685,2018,1,"SP","REDE",3556503,543,"nao eleito","presidente",0.485163642211917,635,"Várzea Paulista",0.759
"2686",2686,2018,1,"SP","DC",3556602,3,"nao eleito","presidente",0.0265981026686763,636,"Vera Cruz",0.754
"2687",2687,2018,1,"SP","PATRIOTA",3556602,36,"nao eleito","presidente",0.319177232024116,636,"Vera Cruz",0.754
"2688",2688,2018,1,"SP","PT",3556602,777,"2º turno","presidente",6.88890859118716,636,"Vera Cruz",0.754
"2689",2689,2018,1,"SP","PSL",3556701,28812,"2º turno","presidente",33.1210483963674,637,"Vinhedo",0.817
"2690",2690,2018,1,"SP","PT",3556701,3617,"2º turno","presidente",4.15794918956202,637,"Vinhedo",0.817
"2691",2691,2018,1,"SP","PODE",3556800,39,"nao eleito","presidente",0.20896961903231,638,"Viradouro",0.739
"2692",2692,2018,1,"SP","PT",3556800,1331,"2º turno","presidente",7.13175802389755,638,"Viradouro",0.739
"2693",2693,2018,1,"SP","PDT",3556909,255,"nao eleito","presidente",3.37256976590398,639,"Vista Alegre do Alto",0.744
"2694",2694,2018,1,"SP","PODE",3556909,14,"nao eleito","presidente",0.185160693030022,639,"Vista Alegre do Alto",0.744
"2695",2695,2018,1,"SP","NOVO",3557006,2504,"nao eleito","presidente",1.98226725775807,641,"Votorantim",0.767
"2696",2696,2018,1,"SP","DC",3557105,20,"nao eleito","presidente",0.0211907057564552,642,"Votuporanga",0.79
"2697",2697,2018,1,"SP","PDT",3557105,3652,"nao eleito","presidente",3.86942287112872,642,"Votuporanga",0.79
"2698",2698,2018,1,"SP","DC",3557154,0,"nao eleito","presidente",0,643,"Zacarias",0.729
"2699",2699,2018,1,"SP","PSL",3557154,1033,"2º turno","presidente",31.8041871921182,643,"Zacarias",0.729
"2700",2700,2018,1,"SP","PATRIOTA",3557204,61,"nao eleito","presidente",0.472538539003796,644,"Chavantes",0.729
"2701",2701,2018,2,"SP","PT",3500105,3156,"nao eleito","presidente",8.52281933567378,1,"Adamantina",0.79
"2702",2702,2018,2,"SP","PT",3501004,2905,"nao eleito","presidente",17.7980639627497,12,"Altinópolis",0.73
"2703",2703,2018,2,"SP","PSL",3501301,8536,"eleito","presidente",34.6780418444038,16,"Álvares Machado",0.758
"2704",2704,2018,2,"SP","PT",3501400,703,"nao eleito","presidente",17.9108280254777,17,"Álvaro de Carvalho",0.688
"2705",2705,2018,2,"SP","PSL",3501509,1118,"eleito","presidente",30.0780199085284,18,"Alvinlândia",0.722
"2706",2706,2018,2,"SP","PT",3502309,884,"nao eleito","presidente",12.6993248096538,26,"Anhembi",0.721
"2707",2707,2018,2,"SP","PT",3502507,4553,"nao eleito","presidente",10.715210279824,28,"Aparecida",0.755
"2708",2708,2018,2,"SP","PT",3502606,1090,"nao eleito","presidente",20.4694835680751,29,"Aparecida d'Oeste",0.721
"2709",2709,2018,2,"SP","PSL",3502754,7212,"eleito","presidente",34.2547734397264,31,"Araçariguama",0.704
"2710",2710,2018,2,"SP","PSL",3503208,70340,"eleito","presidente",31.4058516504369,37,"Araraquara",0.815
"2711",2711,2018,2,"SP","PSL",3503406,3277,"eleito","presidente",37.5501317749513,40,"Arealva",0.744
"2712",2712,2018,2,"SP","PSL",3503604,3791,"eleito","presidente",33.1265291855994,42,"Areiópolis",0.695
"2713",2713,2018,2,"SP","PT",3503604,1861,"nao eleito","presidente",16.2617965746243,42,"Areiópolis",0.695
"2714",2714,2018,2,"SP","PT",3503703,1207,"nao eleito","presidente",12.2091847056443,43,"Ariranha",0.733
"2715",2715,2018,2,"SP","PT",3504008,12785,"nao eleito","presidente",13.1074431002666,47,"Assis",0.805
"2716",2716,2018,2,"SP","PT",3504107,15439,"nao eleito","presidente",10.5148095429439,48,"Atibaia",0.765
"2717",2717,2018,2,"SP","PT",3505708,64279,"nao eleito","presidente",18.0955464219357,65,"Barueri",0.786
"2718",2718,2018,2,"SP","PT",3505906,8366,"nao eleito","presidente",14.2771814256703,67,"Batatais",0.761
"2719",2719,2018,2,"SP","PT",3506508,10302,"nao eleito","presidente",8.40382748578561,74,"Birigui",0.78
"2720",2720,2018,2,"SP","PT",3506607,3818,"nao eleito","presidente",12.3344317374168,75,"Biritiba Mirim",0.712
"2721",2721,2018,2,"SP","PT",3508207,545,"nao eleito","presidente",10.2385872628217,94,"Buritizal",0.735
"2722",2722,2018,2,"SP","PSL",3508306,1376,"eleito","presidente",28.9014912833438,95,"Cabrália Paulista",0.694
"2723",2723,2018,2,"SP","PT",3508306,932,"nao eleito","presidente",19.5757193866835,95,"Cabrália Paulista",0.694
"2724",2724,2018,2,"SP","PSL",3508504,39663,"eleito","presidente",39.5676419828214,97,"Caçapava",0.788
"2725",2725,2018,2,"SP","PT",3509106,1320,"nao eleito","presidente",25.8215962441315,103,"Caiuá",0.697
"2726",2726,2018,2,"SP","PT",3509254,3712,"nao eleito","presidente",12.1426234870788,105,"Cajati",0.694
"2727",2727,2018,2,"SP","PT",3509452,982,"nao eleito","presidente",14.8047640584954,108,"Campina do Monte Alegre",0.717
"2728",2728,2018,2,"SP","PSL",3509502,401284,"eleito","presidente",33.8205609902664,109,"Campinas",0.805
"2729",2729,2018,2,"SP","PT",3509957,698,"nao eleito","presidente",12.7418765972983,114,"Canas",0.704
"2730",2730,2018,2,"SP","PSL",3510302,7699,"eleito","presidente",39.17268749364,119,"Capela do Alto",0.699
"2731",2731,2018,2,"SP","PT",3510302,1976,"nao eleito","presidente",10.05393304162,119,"Capela do Alto",0.699
"2732",2732,2018,2,"SP","PT",3510401,5228,"nao eleito","presidente",9.85689775448255,120,"Capivari",0.75
"2733",2733,2018,2,"SP","PT",3510500,17363,"nao eleito","presidente",14.060703237614,121,"Caraguatatuba",0.759
"2734",2734,2018,2,"SP","PSL",3511201,3140,"eleito","presidente",38.4756770003676,128,"Catiguá",0.751
"2735",2735,2018,2,"SP","PSL",3511508,20269,"eleito","presidente",41.1060861100408,131,"Cerquilho",0.782
"2736",2736,2018,2,"SP","PT",3512209,2627,"nao eleito","presidente",8.85853987523183,137,"Conchal",0.708
"2737",2737,2018,2,"SP","PT",3512308,1836,"nao eleito","presidente",10.4105239283284,138,"Conchas",0.736
"2738",2738,2018,2,"SP","PSL",3512407,10191,"eleito","presidente",38.3697289156626,139,"Cordeirópolis",0.758
"2739",2739,2018,2,"SP","PT",3512704,414,"nao eleito","presidente",9.15726609157266,142,"Corumbataí",0.754
"2740",2740,2018,2,"SP","PT",3513009,43296,"nao eleito","presidente",18.2619588920336,145,"Cotia",0.78
"2741",2741,2018,2,"SP","PSL",3513207,3576,"eleito","presidente",35.1139041633936,147,"Cristais Paulista",0.734
"2742",2742,2018,2,"SP","PT",3513603,3725,"nao eleito","presidente",15.8747070104411,151,"Cunha",0.684
"2743",2743,2018,2,"SP","PSL",3513850,618,"eleito","presidente",27.9764599366229,154,"Dirce Reis",0.741
"2744",2744,2018,2,"SP","PT",3514106,2654,"nao eleito","presidente",10.4488188976378,157,"Dois Córregos",0.725
"2745",2745,2018,2,"SP","PT",3514304,1164,"nao eleito","presidente",12.5431034482759,159,"Dourado",0.738
"2746",2746,2018,2,"SP","PSL",3514403,19141,"eleito","presidente",39.536084603627,160,"Dracena",0.776
"2747",2747,2018,2,"SP","PSL",3515194,1354,"eleito","presidente",30.4886286872326,173,"Espírito Santo do Turvo",0.696
"2748",2748,2018,2,"SP","PSL",3515301,875,"eleito","presidente",25.9412985472873,175,"Estrela do Norte",0.74
"2749",2749,2018,2,"SP","PSL",3515509,24660,"eleito","presidente",35.7634910736299,178,"Fernandópolis",0.797
"2750",2750,2018,2,"SP","PT",3515707,36186,"nao eleito","presidente",21.0270028414869,181,"Ferraz de Vasconcelos",0.738
"2751",2751,2018,2,"SP","PT",3516101,714,"nao eleito","presidente",19.5402298850575,185,"Florínia",0.713
"2752",2752,2018,2,"SP","PSL",3516200,126487,"eleito","presidente",36.8543274049556,186,"Franca",0.78
"2753",2753,2018,2,"SP","PT",3517703,3833,"nao eleito","presidente",19.6021274419556,202,"Guará",0.718
"2754",2754,2018,2,"SP","PT",3517901,2195,"nao eleito","presidente",20.2024850437184,204,"Guaraci",0.737
"2755",2755,2018,2,"SP","PT",3518909,1073,"nao eleito","presidente",22.4759111855886,215,"Guzolândia",0.697
"2756",2756,2018,2,"SP","PT",3519204,845,"nao eleito","presidente",12.1495327102804,220,"Iacri",0.733
"2757",2757,2018,2,"SP","PT",3519253,1383,"nao eleito","presidente",25.4696132596685,221,"Iaras",0.674
"2758",2758,2018,2,"SP","PSL",3519303,11452,"eleito","presidente",34.2484598361146,222,"Ibaté",0.703
"2759",2759,2018,2,"SP","PSL",3519402,4842,"eleito","presidente",39.3306798797823,223,"Ibirá",0.74
"2760",2760,2018,2,"SP","PT",3520509,26816,"nao eleito","presidente",11.4363698396452,236,"Indaiatuba",0.788
"2761",2761,2018,2,"SP","PT",3520905,1773,"nao eleito","presidente",11.8160613128957,240,"Ipaussu",0.727
"2762",2762,2018,2,"SP","PSL",3521002,8473,"eleito","presidente",31.4934582218257,241,"Iperó",0.719
"2763",2763,2018,2,"SP","PT",3521002,4683,"nao eleito","presidente",17.4063336306869,241,"Iperó",0.719
"2764",2764,2018,2,"SP","PSL",3522208,41677,"eleito","presidente",26.5778548698752,255,"Itapecerica da Serra",0.742
"2765",2765,2018,2,"SP","PT",3522406,11919,"nao eleito","presidente",12.5227203479759,257,"Itapeva",0.732
"2766",2766,2018,2,"SP","PT",3523107,64242,"nao eleito","presidente",20.4109384481942,265,"Itaquaquecetuba",0.714
"2767",2767,2018,2,"SP","PT",3523206,5886,"nao eleito","presidente",12.4345107317898,266,"Itararé",0.703
"2768",2768,2018,2,"SP","PT",3523503,2481,"nao eleito","presidente",13.0551462849926,269,"Itatinga",0.706
"2769",2769,2018,2,"SP","PT",3523701,1431,"nao eleito","presidente",21.5934812132187,271,"Itirapuã",0.707
"2770",2770,2018,2,"SP","PT",3524402,25569,"nao eleito","presidente",10.8816294568761,278,"Jacareí",0.777
"2771",2771,2018,2,"SP","PT",3524501,965,"nao eleito","presidente",12.7594869760677,279,"Jaci",0.723
"2772",2772,2018,2,"SP","PT",3524709,6098,"nao eleito","presidente",10.9410603749888,281,"Jaguariúna",0.784
"2773",2773,2018,2,"SP","PT",3525003,20346,"nao eleito","presidente",18.651339310269,284,"Jandira",0.76
"2774",2774,2018,2,"SP","PT",3525409,862,"nao eleito","presidente",20.983446932814,288,"Jeriquara",0.703
"2775",2775,2018,2,"SP","PSL",3525607,1403,"eleito","presidente",29.8828541001065,290,"João Ramalho",0.741
"2776",2776,2018,2,"SP","PT",3525805,1087,"nao eleito","presidente",21.5119730852959,292,"Júlio Mesquita",0.716
"2777",2777,2018,2,"SP","PSL",3525854,1242,"eleito","presidente",38.0631320870365,293,"Jumirim",0.741
"2778",2778,2018,2,"SP","PT",3526100,2622,"nao eleito","presidente",13.5391923990499,296,"Juquiá",0.7
"2779",2779,2018,2,"SP","PSL",3527306,18600,"eleito","presidente",37.4909296138031,309,"Louveira",0.777
"2780",2780,2018,2,"SP","PT",3528502,10743,"nao eleito","presidente",12.8312929232607,321,"Mairiporã",0.788
"2781",2781,2018,2,"SP","PSL",3528858,1587,"eleito","presidente",42.06201961304,325,"Marapoama",0.752
"2782",2782,2018,2,"SP","PT",3529203,3596,"nao eleito","presidente",14.3249810779588,329,"Martinópolis",0.721
"2783",2783,2018,2,"SP","PT",3530201,4574,"nao eleito","presidente",26.2662225795337,340,"Mirante do Paranapanema",0.724
"2784",2784,2018,2,"SP","PT",3530706,14361,"nao eleito","presidente",9.02770356494025,345,"Mogi Guaçu",0.774
"2785",2785,2018,2,"SP","PSL",3530904,1788,"eleito","presidente",38.6177105831533,347,"Mombuca",0.719
"2786",2786,2018,2,"SP","PT",3531100,8719,"nao eleito","presidente",15.9291873721134,349,"Mongaguá",0.754
"2787",2787,2018,2,"SP","PT",3532108,691,"nao eleito","presidente",14.4621180410213,360,"Murutinga do Sul",0.726
"2788",2788,2018,2,"SP","PSL",3532504,3699,"eleito","presidente",36.3681053976993,365,"Neves Paulista",0.754
"2789",2789,2018,2,"SP","PSL",3532702,1557,"eleito","presidente",31.0282981267437,367,"Nipoã",0.713
"2790",2790,2018,2,"SP","PT",3532900,2264,"nao eleito","presidente",22.3186119873817,372,"Nova Europa",0.765
"2791",2791,2018,2,"SP","PSL",3533106,744,"eleito","presidente",27.5249722530522,374,"Nova Guataporanga",0.726
"2792",2792,2018,2,"SP","PT",3533205,786,"nao eleito","presidente",18.7187425577518,375,"Nova Independência",0.735
"2793",2793,2018,2,"SP","PSL",3533403,23989,"eleito","presidente",36.3007687186006,378,"Nova Odessa",0.791
"2794",2794,2018,2,"SP","PSL",3534302,15111,"eleito","presidente",36.672733891518,387,"Orlândia",0.78
"2795",2795,2018,2,"SP","PT",3534302,5161,"nao eleito","presidente",12.5251789831331,387,"Orlândia",0.78
"2796",2796,2018,2,"SP","PSL",3534401,245969,"eleito","presidente",31.0259010628341,388,"Osasco",0.776
"2797",2797,2018,2,"SP","PT",3535606,3183,"nao eleito","presidente",16.5093360995851,401,"Paraibuna",0.719
"2798",2798,2018,2,"SP","PSL",3535705,2507,"eleito","presidente",38.2689665699893,402,"Paraíso",0.749
"2799",2799,2018,2,"SP","PSL",3535903,1506,"eleito","presidente",33.4295227524972,404,"Paranapuã",0.732
"2800",2800,2018,2,"SP","PT",3536000,1462,"nao eleito","presidente",13.0594015185351,405,"Parapuã",0.737
"2801",2801,2018,2,"SP","PSL",3538907,7875,"eleito","presidente",37.6776230802354,436,"Pirajuí",0.749
"2802",2802,2018,2,"SP","PT",3539707,564,"nao eleito","presidente",14.8264984227129,444,"Platina",0.719
"2803",2803,2018,2,"SP","PSL",3540309,1133,"eleito","presidente",32.7646038172354,451,"Pontes Gestal",0.732
"2804",2804,2018,2,"SP","PT",3540606,5652,"nao eleito","presidente",9.9707158734079,454,"Porto Feliz",0.758
"2805",2805,2018,2,"SP","PT",3541059,989,"nao eleito","presidente",16.9320321862695,461,"Pratânia",0.701
"2806",2806,2018,2,"SP","PT",3541406,25387,"nao eleito","presidente",10.8422414787165,465,"Presidente Prudente",0.806
"2807",2807,2018,2,"SP","PSL",3542404,7553,"eleito","presidente",36.0370246672074,476,"Regente Feijó",0.768
"2808",2808,2018,2,"SP","PT",3543204,1139,"nao eleito","presidente",20.52622094071,484,"Ribeirão do Sul",0.747
"2809",2809,2018,2,"SP","PT",3543303,20501,"nao eleito","presidente",16.3772168077968,487,"Ribeirão Pires",0.784
"2810",2810,2018,2,"SP","PSL",3543709,2957,"eleito","presidente",28.7450179838631,491,"Rincão",0.734
"2811",2811,2018,2,"SP","PSL",3544004,12839,"eleito","presidente",37.3693861512938,494,"Rio das Pedras",0.759
"2812",2812,2018,2,"SP","PT",3544301,1409,"nao eleito","presidente",11.697799916978,498,"Roseira",0.737
"2813",2813,2018,2,"SP","PT",3545100,934,"nao eleito","presidente",16.883586406363,506,"Salmourão",0.719
"2814",2814,2018,2,"SP","PT",3545407,1315,"nao eleito","presidente",15.1201563757618,510,"Salto Grande",0.704
"2815",2815,2018,2,"SP","PSL",3545605,5649,"eleito","presidente",37.9688130125017,512,"Santa Adélia",0.76
"2816",2816,2018,2,"SP","PSL",3546504,2232,"eleito","presidente",31.5923566878981,521,"Santa Ernestina",0.738
"2817",2817,2018,2,"SP","PSL",3547403,1127,"eleito","presidente",34.3074581430746,530,"Santa Rita d'Oeste",0.761
"2818",2818,2018,2,"SP","PT",3547650,307,"nao eleito","presidente",11.7850287907869,533,"Santa Salete",0.772
"2819",2819,2018,2,"SP","PT",3547700,3286,"nao eleito","presidente",15.5941533788914,534,"Santo Anastácio",0.753
"2820",2820,2018,2,"SP","PSL",3548104,2879,"eleito","presidente",38.1728984354283,539,"Santo Antonio do Jardim",0.714
"2821",2821,2018,2,"SP","PSL",3548609,4667,"eleito","presidente",37.4168203319169,544,"São Bento do Sapucaí",0.72
"2822",2822,2018,2,"SP","PSL",3548708,258269,"eleito","presidente",29.2028023582143,545,"São Bernardo do Campo",0.805
"2823",2823,2018,2,"SP","PSL",3549201,873,"eleito","presidente",27.9807692307692,550,"São João das Duas Pontes",0.72
"2824",2824,2018,2,"SP","PSL",3550605,28284,"eleito","presidente",35.7337780473014,566,"São Roque",0.768
"2825",2825,2018,2,"SP","PT",3550704,14986,"nao eleito","presidente",18.3353113185617,567,"São Sebastião",0.772
"2826",2826,2018,2,"SP","PSL",3550902,5734,"eleito","presidente",35.8487027195999,569,"São Simão",0.766
"2827",2827,2018,2,"SP","PT",3551108,1498,"nao eleito","presidente",15.8451449122065,571,"Sarapuí",0.707
"2828",2828,2018,2,"SP","PSL",3551405,2719,"eleito","presidente",29.3818889129025,574,"Serra Azul",0.686
"2829",2829,2018,2,"SP","PT",3554102,30037,"nao eleito","presidente",9.27821039918205,605,"Taubaté",0.8
"2830",2830,2018,2,"SP","PT",3554201,1204,"nao eleito","presidente",23.4195681773974,606,"Tejupá",0.668
"2831",2831,2018,2,"SP","PT",3554805,3932,"nao eleito","presidente",10.2430510329018,614,"Tremembé",0.785
"2832",2832,2018,2,"SP","PSL",3554904,2309,"eleito","presidente",34.6748761075237,615,"Três Fronteiras",0.753
"2833",2833,2018,2,"SP","PT",3554904,981,"nao eleito","presidente",14.7319417329929,615,"Três Fronteiras",0.753
"2834",2834,2018,2,"SP","PSL",3555000,26574,"eleito","presidente",39.4156036784337,617,"Tupã",0.771
"2835",2835,2018,2,"SP","PSL",3555208,852,"eleito","presidente",36.613665663945,619,"Turiúba",0.751
"2836",2836,2018,2,"SP","PT",3555356,1072,"nao eleito","presidente",18.1387478849408,621,"Ubarana",0.7
"2837",2837,2018,2,"SP","PSL",3555505,1837,"eleito","presidente",32.1097710190526,623,"Ubirajara",0.727
"2838",2838,2018,2,"SP","PT",3556503,15480,"nao eleito","presidente",13.8311844962071,635,"Várzea Paulista",0.759
"2839",2839,2018,2,"SP","PSL",3556800,7182,"eleito","presidente",38.4825590741038,638,"Viradouro",0.739
"2840",2840,2018,2,"SP","PSL",3556909,2656,"eleito","presidente",35.1276286205528,639,"Vista Alegre do Alto",0.744
"2841",2841,2018,2,"SP","PSL",3556958,753,"eleito","presidente",32.359260850881,640,"Vitória Brasil",0.725
"2842",2842,2018,2,"SP","PSL",3557006,46025,"eleito","presidente",36.4352438252058,641,"Votorantim",0.767
"2843",2843,2018,2,"SP","PSL",3557204,4551,"eleito","presidente",35.2544736230537,644,"Chavantes",0.729
"2844",2844,2018,2,"SP","PT",3557303,1395,"nao eleito","presidente",11.3248904042864,645,"Estiva Gerbi",0.74
"2845",2845,2018,1,"SP","NOVO",3501004,200,"nao eleito","presidente",1.22534003185884,12,"Altinópolis",0.73
"2846",2846,2018,1,"SP","PSOL",3501004,60,"nao eleito","presidente",0.367602009557652,12,"Altinópolis",0.73
"2847",2847,2018,1,"SP","PODE",3501103,22,"nao eleito","presidente",0.437636761487965,13,"Alto Alegre",0.7
"2848",2848,2018,1,"SP","PSDB",3501152,1222,"nao eleito","presidente",6.24169986719787,14,"Alumínio",0.766
"2849",2849,2018,1,"SP","DC",3501301,8,"nao eleito","presidente",0.0325005078204347,16,"Álvares Machado",0.758
"2850",2850,2018,1,"SP","PSOL",3501301,29,"nao eleito","presidente",0.117814340849076,16,"Álvares Machado",0.758
"2851",2851,2018,1,"SP","PT",3501301,2142,"2º turno","presidente",8.70201096892139,16,"Álvares Machado",0.758
"2852",2852,2018,1,"SP","PSOL",3501400,6,"nao eleito","presidente",0.152866242038217,17,"Álvaro de Carvalho",0.688
"2853",2853,2018,1,"SP","PSOL",3501608,598,"nao eleito","presidente",0.233949243185935,19,"Americana",0.811
"2854",2854,2018,1,"SP","PODE",3501707,90,"nao eleito","presidente",0.246893259814007,20,"Américo Brasiliense",0.751
"2855",2855,2018,1,"SP","PSTU",3501707,3,"nao eleito","presidente",0.00822977532713357,20,"Américo Brasiliense",0.751
"2856",2856,2018,1,"SP","REDE",3501806,10,"nao eleito","presidente",0.141622999575131,21,"Américo de Campos",0.745
"2857",2857,2018,1,"SP","PODE",3501905,256,"nao eleito","presidente",0.345549031517851,22,"Amparo",0.785
"2858",2858,2018,1,"SP","DC",3502002,0,"nao eleito","presidente",0,23,"Analândia",0.754
"2859",2859,2018,1,"SP","PPL",3502101,6,"nao eleito","presidente",0.0101387316446713,24,"Andradina",0.779
"2860",2860,2018,1,"SP","PATRIOTA",3502200,77,"nao eleito","presidente",0.316859388502531,25,"Angatuba",0.719
"2861",2861,2018,1,"SP","PDT",3502200,804,"nao eleito","presidente",3.30850582280565,25,"Angatuba",0.719
"2862",2862,2018,1,"SP","NOVO",3502309,76,"nao eleito","presidente",1.09179715558109,26,"Anhembi",0.721
"2863",2863,2018,1,"SP","PODE",3502309,38,"nao eleito","presidente",0.545898577790547,26,"Anhembi",0.721
"2864",2864,2018,1,"SP","PSDB",3502309,583,"nao eleito","presidente",8.37523344347077,26,"Anhembi",0.721
"2865",2865,2018,1,"SP","REDE",3502309,6,"nao eleito","presidente",0.086194512282718,26,"Anhembi",0.721
"2866",2866,2018,1,"SP","PPL",3502408,0,"nao eleito","presidente",0,27,"Anhumas",0.741
"2867",2867,2018,1,"SP","REDE",3502408,9,"nao eleito","presidente",0.184994861253854,27,"Anhumas",0.741
