"","ano","turno","sigla_uf","sigla_partido","id_municipio","votos","resultado","cargo","porcentagem","Município","idhm_2010"
"1",2018,1,"SP","MDB",3501103,35,"nao eleito","presidente",0.696240302367217,"Alto Alegre",0.7
"2",2018,1,"SP","PATRIOTA",3501103,13,"nao eleito","presidente",0.258603540879252,"Alto Alegre",0.7
"3",2018,1,"SP","PDT",3501103,115,"nao eleito","presidente",2.287646707778,"Alto Alegre",0.7
"4",2018,1,"SP","PPL",3501103,2,"nao eleito","presidente",0.0397851601352695,"Alto Alegre",0.7
"5",2018,1,"SP","PSOL",3501103,4,"nao eleito","presidente",0.0795703202705391,"Alto Alegre",0.7
"6",2018,1,"SP","PDT",3501152,994,"nao eleito","presidente",5.07712738788436,"Alumínio",0.766
"7",2018,1,"SP","PDT",3501202,146,"nao eleito","presidente",2.73050308584253,"Álvares Florence",0.728
"8",2018,1,"SP","PSDB",3501202,397,"nao eleito","presidente",7.42472414438003,"Álvares Florence",0.728
"9",2018,1,"SP","PDT",3501301,869,"nao eleito","presidente",3.53036766199472,"Álvares Machado",0.758
"10",2018,1,"SP","PSTU",3501301,4,"nao eleito","presidente",0.0162502539102173,"Álvares Machado",0.758
"11",2018,1,"SP","PODE",3501400,6,"nao eleito","presidente",0.152866242038217,"Álvaro de Carvalho",0.688
"12",2018,1,"SP","REDE",3501400,13,"nao eleito","presidente",0.331210191082803,"Álvaro de Carvalho",0.688
"13",2018,1,"SP","PT",3501509,528,"2º turno","presidente",14.2050040355125,"Alvinlândia",0.722
"14",2018,1,"SP","DC",3501707,9,"nao eleito","presidente",0.0246893259814007,"Américo Brasiliense",0.751
"15",2018,1,"SP","REDE",3501707,151,"nao eleito","presidente",0.414232024799056,"Américo Brasiliense",0.751
"16",2018,1,"SP","PODE",3501806,12,"nao eleito","presidente",0.169947599490157,"Américo de Campos",0.745
"17",2018,1,"SP","PPL",3501806,1,"nao eleito","presidente",0.0141622999575131,"Américo de Campos",0.745
"18",2018,1,"SP","PDT",3501905,3113,"nao eleito","presidente",4.20193021529324,"Amparo",0.785
"19",2018,1,"SP","PT",3502002,200,"2º turno","presidente",3.7202380952381,"Analândia",0.754
"20",2018,1,"SP","PSDB",3502101,2762,"nao eleito","presidente",4.66719613376367,"Andradina",0.779
"21",2018,1,"SP","MDB",3502200,167,"nao eleito","presidente",0.687214517921073,"Angatuba",0.719
"22",2018,1,"SP","REDE",3502200,89,"nao eleito","presidente",0.366240072425003,"Angatuba",0.719
"23",2018,1,"SP","PDT",3502309,168,"nao eleito","presidente",2.4134463439161,"Anhembi",0.721
"24",2018,1,"SP","PSDB",3502408,197,"nao eleito","presidente",4.04933196300103,"Anhumas",0.741
"25",2018,1,"SP","PSTU",3502408,1,"nao eleito","presidente",0.0205549845837616,"Anhumas",0.741
"26",2018,1,"SP","PPL",3502606,4,"nao eleito","presidente",0.0751173708920188,"Aparecida d'Oeste",0.721
"27",2018,1,"SP","PATRIOTA",3502705,80,"nao eleito","presidente",0.311744992596056,"Apiaí",0.71
"28",2018,1,"SP","PATRIOTA",3502754,118,"nao eleito","presidente",0.560463569867959,"Araçariguama",0.704
"29",2018,1,"SP","DC",3502804,51,"nao eleito","presidente",0.0249760034476679,"Araçatuba",0.788
"30",2018,1,"SP","PPL",3502804,14,"nao eleito","presidente",0.00685615780916374,"Araçatuba",0.788
"31",2018,1,"SP","PPL",3503000,1,"nao eleito","presidente",0.0165152766308836,"Aramina",0.74
"32",2018,1,"SP","PT",3503000,809,"2º turno","presidente",13.3608587943848,"Aramina",0.74
"33",2018,1,"SP","REDE",3503000,11,"nao eleito","presidente",0.181668042939719,"Aramina",0.74
"34",2018,1,"SP","PSL",3503109,2112,"2º turno","presidente",26.6263237518911,"Arandu",0.685
"35",2018,1,"SP","PPL",3503158,0,"nao eleito","presidente",0,"Arapeí",0.68
"36",2018,1,"SP","PT",3503158,321,"2º turno","presidente",9.61653684841222,"Arapeí",0.68
"37",2018,1,"SP","PPL",3503307,34,"nao eleito","presidente",0.0247150500116306,"Araras",0.781
"38",2018,1,"SP","DC",3503356,1,"nao eleito","presidente",0.0344115622849277,"Arco Íris",0.722
"39",2018,1,"SP","PT",3503604,1171,"2º turno","presidente",10.232436211115,"Areiópolis",0.695
"40",2018,1,"SP","NOVO",3503703,207,"nao eleito","presidente",2.09387011936071,"Ariranha",0.733
"41",2018,1,"SP","PPL",3503703,1,"nao eleito","presidente",0.0101153145862836,"Ariranha",0.733
"42",2018,1,"SP","PSTU",3503703,0,"nao eleito","presidente",0,"Ariranha",0.733
"43",2018,1,"SP","REDE",3503703,12,"nao eleito","presidente",0.121383775035404,"Ariranha",0.733
"44",2018,1,"SP","DC",3503901,26,"nao eleito","presidente",0.0278408360817236,"Arujá",0.784
"45",2018,1,"SP","PSOL",3503950,1,"nao eleito","presidente",0.0388349514563107,"Aspásia",0.735
"46",2018,1,"SP","PSTU",3503950,2,"nao eleito","presidente",0.0776699029126214,"Aspásia",0.735
"47",2018,1,"SP","PATRIOTA",3504008,391,"nao eleito","presidente",0.400861185154808,"Assis",0.805
"48",2018,1,"SP","PPL",3504206,0,"nao eleito","presidente",0,"Auriflama",0.773
"49",2018,1,"SP","PSDB",3504206,734,"nao eleito","presidente",4.65647402144262,"Auriflama",0.773
"50",2018,1,"SP","MDB",3504305,24,"nao eleito","presidente",0.430802369413032,"Avaí",0.714
"51",2018,1,"SP","PDT",3504305,155,"nao eleito","presidente",2.78226530245916,"Avaí",0.714
"52",2018,1,"SP","PODE",3504503,346,"nao eleito","presidente",0.401108264453229,"Avaré",0.767
"53",2018,1,"SP","PSDB",3504503,6602,"nao eleito","presidente",7.65351665294861,"Avaré",0.767
"54",2018,1,"SP","REDE",3504602,41,"nao eleito","presidente",0.232123648304365,"Bady Bassitt",0.746
"55",2018,1,"SP","PPL",3504701,0,"nao eleito","presidente",0,"Balbinos",0.669
"56",2018,1,"SP","PT",3504701,129,"2º turno","presidente",6.61877886095434,"Balbinos",0.669
"57",2018,1,"SP","PSDB",3504800,789,"nao eleito","presidente",7.54157904798318,"Bálsamo",0.756
"58",2018,1,"SP","PSOL",3504800,13,"nao eleito","presidente",0.124259223857771,"Bálsamo",0.756
"59",2018,1,"SP","PODE",3504909,16,"nao eleito","presidente",0.140166447656592,"Bananal",0.733
"60",2018,1,"SP","PSL",3504909,2364,"2º turno","presidente",20.7095926412615,"Bananal",0.733
"61",2018,1,"SP","PSTU",3504909,1,"nao eleito","presidente",0.00876040297853701,"Bananal",0.733
"62",2018,1,"SP","PT",3504909,1058,"2º turno","presidente",9.26850635129216,"Bananal",0.733
"63",2018,1,"SP","NOVO",3505005,40,"nao eleito","presidente",1.11731843575419,"Barão de Antonina",0.711
"64",2018,1,"SP","PSTU",3505005,0,"nao eleito","presidente",0,"Barão de Antonina",0.711
"65",2018,1,"SP","NOVO",3505104,57,"nao eleito","presidente",0.829332169358359,"Barbosa",0.699
"66",2018,1,"SP","PSOL",3505104,6,"nao eleito","presidente",0.0872981230903535,"Barbosa",0.699
"67",2018,1,"SP","REDE",3505104,22,"nao eleito","presidente",0.320093117997963,"Barbosa",0.699
"68",2018,1,"SP","DC",3505203,4,"nao eleito","presidente",0.0120398519098215,"Bariri",0.75
"69",2018,1,"SP","PATRIOTA",3505203,66,"nao eleito","presidente",0.198657556512055,"Bariri",0.75
"70",2018,1,"SP","PODE",3505203,82,"nao eleito","presidente",0.246816964151341,"Bariri",0.75
"71",2018,1,"SP","PODE",3505302,133,"nao eleito","presidente",0.316900569467941,"Barra Bonita",0.788
"72",2018,1,"SP","PSDB",3505351,803,"nao eleito","presidente",13.0952380952381,"Barra do Chapéu",0.66
"73",2018,1,"SP","PSL",3505351,876,"2º turno","presidente",14.2857142857143,"Barra do Chapéu",0.66
"74",2018,1,"SP","PSTU",3505351,2,"nao eleito","presidente",0.0326157860404436,"Barra do Chapéu",0.66
"75",2018,1,"SP","PPL",3505401,1,"nao eleito","presidente",0.0131752305665349,"Barra do Turvo",0.641
"76",2018,1,"SP","PSDB",3505401,614,"nao eleito","presidente",8.08959156785244,"Barra do Turvo",0.641
"77",2018,1,"SP","PSOL",3505401,6,"nao eleito","presidente",0.0790513833992095,"Barra do Turvo",0.641
"78",2018,1,"SP","MDB",3505609,261,"nao eleito","presidente",0.83266868719094,"Barrinha",0.725
"79",2018,1,"SP","MDB",3505708,1985,"nao eleito","presidente",0.558808625640448,"Barueri",0.786
"80",2018,1,"SP","NOVO",3505708,8627,"nao eleito","presidente",2.42863577501267,"Barueri",0.786
"81",2018,1,"SP","PSOL",3505708,1312,"nao eleito","presidente",0.3693485727155,"Barueri",0.786
"82",2018,1,"SP","PSTU",3505708,74,"nao eleito","presidente",0.0208321603513316,"Barueri",0.786
"83",2018,1,"SP","PDT",3505807,470,"nao eleito","presidente",1.95588847274241,"Bastos",0.751
"84",2018,1,"SP","REDE",3505807,88,"nao eleito","presidente",0.366208905534748,"Bastos",0.751
"85",2018,1,"SP","PSDB",3506003,17903,"nao eleito","presidente",4.76484506202576,"Bauru",0.801
"86",2018,1,"SP","PSTU",3506003,91,"nao eleito","presidente",0.0242194548759618,"Bauru",0.801
"87",2018,1,"SP","MDB",3506201,12,"nao eleito","presidente",0.412938747419133,"Bento de Abreu",0.744
"88",2018,1,"SP","PSL",3506201,850,"2º turno","presidente",29.2498279421886,"Bento de Abreu",0.744
"89",2018,1,"SP","REDE",3506201,8,"nao eleito","presidente",0.275292498279422,"Bento de Abreu",0.744
"90",2018,1,"SP","DC",3506300,7,"nao eleito","presidente",0.0619743249225321,"Bernardino de Campos",0.734
"91",2018,1,"SP","PSDB",3506359,2451,"nao eleito","presidente",4.38390956733263,"Bertioga",0.73
"92",2018,1,"SP","REDE",3506359,351,"nao eleito","presidente",0.62780589887138,"Bertioga",0.73
"93",2018,1,"SP","PPL",3506508,14,"nao eleito","presidente",0.0114204605708599,"Birigui",0.78
"94",2018,1,"SP","MDB",3506706,86,"nao eleito","presidente",0.644484412470024,"Boa Esperança do Sul",0.681
"95",2018,1,"SP","MDB",3507159,14,"nao eleito","presidente",0.313690342818732,"Bom Sucesso de Itararé",0.66
"96",2018,1,"SP","PDT",3507159,89,"nao eleito","presidente",1.9941743222048,"Bom Sucesso de Itararé",0.66
"97",2018,1,"SP","PSTU",3507159,0,"nao eleito","presidente",0,"Bom Sucesso de Itararé",0.66
"98",2018,1,"SP","REDE",3507209,1,"nao eleito","presidente",0.0656167979002625,"Borá",0.746
"99",2018,1,"SP","DC",3507308,2,"nao eleito","presidente",0.038306837770542,"Boracéia",0.754
"100",2018,1,"SP","PDT",3507308,137,"nao eleito","presidente",2.62401838728213,"Boracéia",0.754
"101",2018,1,"SP","PT",3507308,386,"2º turno","presidente",7.39321968971461,"Boracéia",0.754
"102",2018,1,"SP","PSL",3507407,4807,"2º turno","presidente",32.514880952381,"Borborema",0.73
"103",2018,1,"SP","REDE",3507407,18,"nao eleito","presidente",0.121753246753247,"Borborema",0.73
"104",2018,1,"SP","PATRIOTA",3507506,586,"nao eleito","presidente",0.403378466748811,"Botucatu",0.8
"105",2018,1,"SP","PSOL",3507506,413,"nao eleito","presidente",0.284292332367336,"Botucatu",0.8
"106",2018,1,"SP","REDE",3507506,762,"nao eleito","presidente",0.524529678605109,"Botucatu",0.8
"107",2018,1,"SP","DC",3507605,39,"nao eleito","presidente",0.0224973176275136,"Bragança Paulista",0.776
"108",2018,1,"SP","PATRIOTA",3507605,537,"nao eleito","presidente",0.309770758101919,"Bragança Paulista",0.776
"109",2018,1,"SP","PDT",3507605,7993,"nao eleito","presidente",4.61079640504401,"Bragança Paulista",0.776
"110",2018,1,"SP","PSOL",3507704,14,"nao eleito","presidente",0.223606452643348,"Braúna",0.737
"111",2018,1,"SP","PPL",3507753,0,"nao eleito","presidente",0,"Brejo Alegre",0.71
"112",2018,1,"SP","PT",3507902,947,"2º turno","presidente",3.98988835053718,"Brotas",0.74
"113",2018,1,"SP","REDE",3507902,79,"nao eleito","presidente",0.33284179481778,"Brotas",0.74
"114",2018,1,"SP","PPL",3508207,0,"nao eleito","presidente",0,"Buritizal",0.735
"115",2018,1,"SP","PSTU",3508207,0,"nao eleito","presidente",0,"Buritizal",0.735
"116",2018,1,"SP","PPL",3508405,4,"nao eleito","presidente",0.00867396725577361,"Cabreúva",0.738
"117",2018,1,"SP","REDE",3508405,160,"nao eleito","presidente",0.346958690230944,"Cabreúva",0.738
"118",2018,1,"SP","PDT",3508603,1531,"nao eleito","presidente",4.43780979158816,"Cachoeira Paulista",0.764
"119",2018,1,"SP","MDB",3508702,114,"nao eleito","presidente",0.612080536912752,"Caconde",0.72
"120",2018,1,"SP","DC",3508801,6,"nao eleito","presidente",0.0347403161368769,"Cafelândia",0.742
"121",2018,1,"SP","PT",3508900,801,"2º turno","presidente",16.2573574183073,"Caiabu",0.729
"122",2018,1,"SP","REDE",3508900,4,"nao eleito","presidente",0.0811853054597118,"Caiabu",0.729
"123",2018,1,"SP","MDB",3509007,601,"nao eleito","presidente",0.641710087981549,"Caieiras",0.781
"124",2018,1,"SP","PSTU",3509205,16,"nao eleito","presidente",0.0186189401168338,"Cajamar",0.728
"125",2018,1,"SP","PSTU",3509403,3,"nao eleito","presidente",0.0126806999746386,"Cajuru",0.713
"126",2018,1,"SP","PODE",3509452,14,"nao eleito","presidente",0.211065882707674,"Campina do Monte Alegre",0.717
"127",2018,1,"SP","PODE",3509502,4066,"nao eleito","presidente",0.342685980468753,"Campinas",0.805
"128",2018,1,"SP","PSTU",3509502,392,"nao eleito","presidente",0.0330380974775581,"Campinas",0.805
"129",2018,1,"SP","PDT",3509601,3426,"nao eleito","presidente",4.14098194212778,"Campo Limpo Paulista",0.769
"130",2018,1,"SP","PPL",3509601,11,"nao eleito","presidente",0.0132956221142457,"Campo Limpo Paulista",0.769
"131",2018,1,"SP","PSTU",3509601,31,"nao eleito","presidente",0.0374694805037832,"Campo Limpo Paulista",0.769
"132",2018,1,"SP","PODE",3509700,173,"nao eleito","presidente",0.352227380079811,"Campos do Jordão",0.749
"133",2018,1,"SP","PSDB",3509809,251,"nao eleito","presidente",4.94776266508969,"Campos Novos Paulista",0.706
"134",2018,1,"SP","PATRIOTA",3509908,70,"nao eleito","presidente",0.56483498749294,"Cananéia",0.72
"135",2018,1,"SP","MDB",3509957,43,"nao eleito","presidente",0.784958013873676,"Canas",0.704
"136",2018,1,"SP","PSOL",3509957,2,"nao eleito","presidente",0.0365096750638919,"Canas",0.704
"137",2018,1,"SP","PATRIOTA",3510005,116,"nao eleito","presidente",0.343489976607148,"Cândido Mota",0.747
"138",2018,1,"SP","PSOL",3510153,5,"nao eleito","presidente",0.101543460601137,"Canitar",0.68
"139",2018,1,"SP","PATRIOTA",3510203,118,"nao eleito","presidente",0.243218731964713,"Capão Bonito",0.721
"140",2018,1,"SP","PDT",3510401,1987,"nao eleito","presidente",3.74629989253191,"Capivari",0.75
"141",2018,1,"SP","PODE",3510500,276,"nao eleito","presidente",0.22350711821583,"Caraguatatuba",0.759
"142",2018,1,"SP","REDE",3510500,534,"nao eleito","presidente",0.432437685243671,"Caraguatatuba",0.759
"143",2018,1,"SP","PSL",3510708,3264,"2º turno","presidente",25.6765261170547,"Cardoso",0.722
"144",2018,1,"SP","REDE",3510708,16,"nao eleito","presidente",0.12586532410321,"Cardoso",0.722
"145",2018,1,"SP","PATRIOTA",3510906,6,"nao eleito","presidente",0.175080245112343,"Cássia dos Coqueiros",0.734
"146",2018,1,"SP","PPL",3510906,1,"nao eleito","presidente",0.0291800408520572,"Cássia dos Coqueiros",0.734
"147",2018,1,"SP","PSL",3510906,812,"2º turno","presidente",23.6941931718704,"Cássia dos Coqueiros",0.734
"148",2018,1,"SP","PATRIOTA",3511003,135,"nao eleito","presidente",0.680649389936473,"Castilho",0.731
"149",2018,1,"SP","PATRIOTA",3511102,422,"nao eleito","presidente",0.3298962624786,"Catanduva",0.785
"150",2018,1,"SP","PODE",3511102,522,"nao eleito","presidente",0.408070732260258,"Catanduva",0.785
"151",2018,1,"SP","PATRIOTA",3511300,16,"nao eleito","presidente",0.161144123275254,"Cedral",0.766
"152",2018,1,"SP","PSDB",3511300,688,"nao eleito","presidente",6.92919730083594,"Cedral",0.766
"153",2018,1,"SP","PSTU",3511409,8,"nao eleito","presidente",0.0406421459053038,"Cerqueira César",0.729
"154",2018,1,"SP","NOVO",3511508,1092,"nao eleito","presidente",2.2146058528869,"Cerquilho",0.782
"155",2018,1,"SP","PSL",3511607,5481,"2º turno","presidente",32.0582558343569,"Cesário Lange",0.706
"156",2018,1,"SP","PSOL",3511706,13,"nao eleito","presidente",0.0714796283059328,"Charqueada",0.736
"157",2018,1,"SP","REDE",3511706,65,"nao eleito","presidente",0.357398141529664,"Charqueada",0.736
"158",2018,1,"SP","PDT",3511904,197,"nao eleito","presidente",2.53571888273909,"Clementina",0.725
"159",2018,1,"SP","PODE",3512209,73,"nao eleito","presidente",0.246164221885011,"Conchal",0.708
"160",2018,1,"SP","MDB",3512308,76,"nao eleito","presidente",0.430936720344749,"Conchas",0.736
"161",2018,1,"SP","PATRIOTA",3512308,50,"nao eleito","presidente",0.283511000226809,"Conchas",0.736
"162",2018,1,"SP","PDT",3512407,1132,"nao eleito","presidente",4.26204819277108,"Cordeirópolis",0.758
"163",2018,1,"SP","PSTU",3512407,3,"nao eleito","presidente",0.0112951807228916,"Cordeirópolis",0.758
"164",2018,1,"SP","REDE",3512506,10,"nao eleito","presidente",0.168123739071957,"Coroados",0.719
"165",2018,1,"SP","MDB",3512605,30,"nao eleito","presidente",0.536288880943868,"Coronel Macedo",0.69
"166",2018,1,"SP","PATRIOTA",3512605,28,"nao eleito","presidente",0.500536288880944,"Coronel Macedo",0.69
"167",2018,1,"SP","MDB",3512704,28,"nao eleito","presidente",0.61933200619332,"Corumbataí",0.754
"168",2018,1,"SP","MDB",3512803,373,"nao eleito","presidente",0.606228058769991,"Cosmópolis",0.769
"169",2018,1,"SP","NOVO",3512803,836,"nao eleito","presidente",1.35873098426733,"Cosmópolis",0.769
"170",2018,1,"SP","REDE",3512803,259,"nao eleito","presidente",0.420946560915356,"Cosmópolis",0.769
"171",2018,1,"SP","PODE",3512902,27,"nao eleito","presidente",0.296507797056886,"Cosmorama",0.722
"172",2018,1,"SP","PSL",3512902,2793,"2º turno","presidente",30.6720843399956,"Cosmorama",0.722
"173",2018,1,"SP","MDB",3513108,151,"nao eleito","presidente",0.433633909597381,"Cravinhos",0.756
"174",2018,1,"SP","PATRIOTA",3513207,31,"nao eleito","presidente",0.304399057344855,"Cristais Paulista",0.734
"175",2018,1,"SP","PSL",3513207,2867,"2º turno","presidente",28.1520031421838,"Cristais Paulista",0.734
"176",2018,1,"SP","PT",3513207,765,"2º turno","presidente",7.51178318931657,"Cristais Paulista",0.734
"177",2018,1,"SP","PSDB",3513306,233,"nao eleito","presidente",7.30865746549561,"Cruzália",0.774
"178",2018,1,"SP","REDE",3513306,9,"nao eleito","presidente",0.282308657465496,"Cruzália",0.774
"179",2018,1,"SP","PSOL",3513405,200,"nao eleito","presidente",0.246819118608927,"Cruzeiro",0.788
"180",2018,1,"SP","PSTU",3513405,9,"nao eleito","presidente",0.0111068603374017,"Cruzeiro",0.788
"181",2018,1,"SP","NOVO",3513504,1583,"nao eleito","presidente",1.20166395919049,"Cubatão",0.737
"182",2018,1,"SP","PSTU",3513504,38,"nao eleito","presidente",0.0288460078643327,"Cubatão",0.737
"183",2018,1,"SP","PSOL",3513603,35,"nao eleito","presidente",0.149158320903473,"Cunha",0.684
"184",2018,1,"SP","PT",3513603,2447,"2º turno","presidente",10.4282974643085,"Cunha",0.684
"185",2018,1,"SP","DC",3513702,10,"nao eleito","presidente",0.0297238652914425,"Descalvado",0.76
"186",2018,1,"SP","PODE",3513801,1839,"nao eleito","presidente",0.399323386800831,"Diadema",0.757
"187",2018,1,"SP","NOVO",3513900,325,"nao eleito","presidente",2.45246000603682,"Divinolândia",0.734
"188",2018,1,"SP","PSDB",3513900,1029,"nao eleito","presidente",7.76486568065198,"Divinolândia",0.734
"189",2018,1,"SP","PSOL",3514007,23,"nao eleito","presidente",0.273159144893112,"Dobrada",0.718
"190",2018,1,"SP","PT",3514007,1314,"2º turno","presidente",15.6057007125891,"Dobrada",0.718
"191",2018,1,"SP","NOVO",3514205,75,"nao eleito","presidente",2.46791707798618,"Dolcinópolis",0.742
"192",2018,1,"SP","PODE",3514304,26,"nao eleito","presidente",0.280172413793103,"Dourado",0.738
"193",2018,1,"SP","REDE",3514304,26,"nao eleito","presidente",0.280172413793103,"Dourado",0.738
"194",2018,1,"SP","PATRIOTA",3514502,72,"nao eleito","presidente",0.517762117071768,"Duartina",0.748
"195",2018,1,"SP","PSL",3514502,4078,"2º turno","presidente",29.3254710197037,"Duartina",0.748
"196",2018,1,"SP","MDB",3514700,73,"nao eleito","presidente",1.02283872775676,"Echaporã",0.745
"197",2018,1,"SP","PPL",3514700,3,"nao eleito","presidente",0.0420344682639765,"Echaporã",0.745
"198",2018,1,"SP","REDE",3514809,27,"nao eleito","presidente",0.184817578205216,"Eldorado",0.691
"199",2018,1,"SP","NOVO",3514957,39,"nao eleito","presidente",1.16522258739169,"Embaúba",0.73
"200",2018,1,"SP","PPL",3515004,39,"nao eleito","presidente",0.0152274155952162,"Embu das Artes",0.735
"201",2018,1,"SP","PSL",3515004,52864,"2º turno","presidente",20.6405666160388,"Embu das Artes",0.735
"202",2018,1,"SP","PDT",3515103,3565,"nao eleito","presidente",5.18372035537202,"Embu-Guaçu",0.749
"203",2018,1,"SP","PODE",3515103,301,"nao eleito","presidente",0.43767176072005,"Embu-Guaçu",0.749
"204",2018,1,"SP","PSDB",3515129,133,"nao eleito","presidente",3.55710082909869,"Emilianópolis",0.727
"205",2018,1,"SP","PODE",3515152,40,"nao eleito","presidente",0.199232953130448,"Engenheiro Coelho",0.732
"206",2018,1,"SP","DC",3515186,13,"nao eleito","presidente",0.0296127562642369,"Espírito Santo do Pinhal",0.787
"207",2018,1,"SP","PPL",3515186,5,"nao eleito","presidente",0.0113895216400911,"Espírito Santo do Pinhal",0.787
"208",2018,1,"SP","MDB",3515194,28,"nao eleito","presidente",0.630488628687233,"Espírito Santo do Turvo",0.696
"209",2018,1,"SP","PDT",3515194,110,"nao eleito","presidente",2.47691961269984,"Espírito Santo do Turvo",0.696
"210",2018,1,"SP","PSL",3515202,2856,"2º turno","presidente",30.126582278481,"Estrela d'Oeste",0.76
"211",2018,1,"SP","PSOL",3515202,6,"nao eleito","presidente",0.0632911392405063,"Estrela d'Oeste",0.76
"212",2018,1,"SP","PPL",3515301,0,"nao eleito","presidente",0,"Estrela do Norte",0.74
"213",2018,1,"SP","DC",3515400,1,"nao eleito","presidente",0.00567375886524823,"Fartura",0.732
"214",2018,1,"SP","PSL",3515400,4319,"2º turno","presidente",24.5049645390071,"Fartura",0.732
"215",2018,1,"SP","DC",3515657,0,"nao eleito","presidente",0,"Fernão",0.703
"216",2018,1,"SP","PPL",3515657,1,"nao eleito","presidente",0.0471031559114461,"Fernão",0.703
"217",2018,1,"SP","PSTU",3515657,0,"nao eleito","presidente",0,"Fernão",0.703
"218",2018,1,"SP","NOVO",3515905,51,"nao eleito","presidente",1.40650854936569,"Floreal",0.747
"219",2018,1,"SP","PSDB",3515905,418,"nao eleito","presidente",11.5278543849972,"Floreal",0.747
"220",2018,1,"SP","PT",3515905,307,"2º turno","presidente",8.46662989520132,"Floreal",0.747
"221",2018,1,"SP","PODE",3516002,29,"nao eleito","presidente",0.259159964253798,"Flórida Paulista",0.715
"222",2018,1,"SP","PPL",3516101,0,"nao eleito","presidente",0,"Florínia",0.713
"223",2018,1,"SP","REDE",3516101,12,"nao eleito","presidente",0.328407224958949,"Florínia",0.713
"224",2018,1,"SP","PSDB",3516200,16695,"nao eleito","presidente",4.86439710030069,"Franca",0.78
"225",2018,1,"SP","PSL",3516200,106547,"2º turno","presidente",31.0444395235542,"Franca",0.78
"226",2018,1,"SP","PSTU",3516200,54,"nao eleito","presidente",0.0157338989767138,"Franca",0.78
"227",2018,1,"SP","DC",3516309,61,"nao eleito","presidente",0.0376680395946672,"Francisco Morato",0.703
"228",2018,1,"SP","NOVO",3516309,1313,"nao eleito","presidente",0.810789114554066,"Francisco Morato",0.703
"229",2018,1,"SP","PSL",3516309,30870,"2º turno","presidente",19.0624980702849,"Francisco Morato",0.703
"230",2018,1,"SP","PSOL",3516309,672,"nao eleito","presidente",0.414965944387153,"Francisco Morato",0.703
"231",2018,1,"SP","PT",3516309,26923,"2º turno","presidente",16.6251906558561,"Francisco Morato",0.703
"232",2018,1,"SP","PPL",3516408,45,"nao eleito","presidente",0.0338473110191801,"Franco da Rocha",0.731
"233",2018,1,"SP","REDE",3516408,869,"nao eleito","presidente",0.653629183903723,"Franco da Rocha",0.731
"234",2018,1,"SP","PT",3516507,161,"2º turno","presidente",4.24130663856691,"Gabriel Monteiro",0.763
"235",2018,1,"SP","PSOL",3516606,9,"nao eleito","presidente",0.126280342360039,"Gália",0.709
"236",2018,1,"SP","PODE",3516705,193,"nao eleito","presidente",0.412234610619847,"Garça",0.769
"237",2018,1,"SP","PSOL",3516705,121,"nao eleito","presidente",0.258447605621769,"Garça",0.769
"238",2018,1,"SP","PSTU",3516705,4,"nao eleito","presidente",0.0085437224998932,"Garça",0.769
"239",2018,1,"SP","PSDB",3516853,275,"nao eleito","presidente",4.95317002881844,"Gavião Peixoto",0.719
"240",2018,1,"SP","MDB",3516903,38,"nao eleito","presidente",0.323900443232185,"General Salgado",0.747
"241",2018,1,"SP","PSL",3516903,3566,"2º turno","presidente",30.3954994885782,"General Salgado",0.747
"242",2018,1,"SP","REDE",3517000,27,"nao eleito","presidente",0.271220492214967,"Getulina",0.717
"243",2018,1,"SP","PT",3517208,924,"2º turno","presidente",8.16831683168317,"Guaiçara",0.739
"244",2018,1,"SP","PT",3517307,793,"2º turno","presidente",13.0192086685273,"Guaimbê",0.728
"245",2018,1,"SP","PPL",3517505,4,"nao eleito","presidente",0.0202654777586382,"Guapiaçu",0.725
"246",2018,1,"SP","PSL",3517505,5729,"2º turno","presidente",29.0252305198095,"Guapiaçu",0.725
"247",2018,1,"SP","PSTU",3517505,2,"nao eleito","presidente",0.0101327388793191,"Guapiaçu",0.725
"248",2018,1,"SP","PSDB",3517604,2124,"nao eleito","presidente",10.8878408857904,"Guapiara",0.675
"249",2018,1,"SP","PPL",3517901,1,"nao eleito","presidente",0.0092038656235619,"Guaraci",0.737
"250",2018,1,"SP","PATRIOTA",3518008,2,"nao eleito","presidente",0.0948316737790422,"Guarani d'Oeste",0.732
"251",2018,1,"SP","PSTU",3518008,0,"nao eleito","presidente",0,"Guarani d'Oeste",0.732
"252",2018,1,"SP","REDE",3518008,2,"nao eleito","presidente",0.0948316737790422,"Guarani d'Oeste",0.732
"253",2018,1,"SP","PPL",3518206,3,"nao eleito","presidente",0.00930867568573911,"Guararapes",0.763
"254",2018,1,"SP","PT",3518305,1936,"2º turno","presidente",5.70771543972405,"Guararema",0.731
"255",2018,1,"SP","PSOL",3518404,337,"nao eleito","presidente",0.253944810332615,"Guaratinguetá",0.798
"256",2018,1,"SP","DC",3518602,15,"nao eleito","presidente",0.0388068196517735,"Guariba",0.719
"257",2018,1,"SP","PSTU",3518701,85,"nao eleito","presidente",0.0270449136471816,"Guarujá",0.751
"258",2018,1,"SP","MDB",3518859,53,"nao eleito","presidente",0.716991341991342,"Guatapará",0.743
"259",2018,1,"SP","NOVO",3518859,86,"nao eleito","presidente",1.16341991341991,"Guatapará",0.743
"260",2018,1,"SP","PATRIOTA",3518909,21,"nao eleito","presidente",0.439882697947214,"Guzolândia",0.697
